rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
10763	FUCA1	fucosidase, alpha-L- 1, tissue	305554	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10764	FUCA2	fucosidase, alpha-L- 2, plasma	318226	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10765	FUNDC1	FUN14 domain containing 1	88500	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10766	FURIN	furin (paired basic amino acid cleaving enzyme)	538555	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10767	FUS	fusion (involved in t(12;16) in malignant liposarcoma)	392314	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10768	FUT11	fucosyltransferase 11 (alpha (1,3) fucosyltransferase)	314874	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10769	FUT4	fucosyltransferase 4 (alpha (1,3) fucosyltransferase, myeloid-specific)	253060	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10770	FUT5	fucosyltransferase 5 (alpha (1,3) fucosyltransferase)	271052	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10771	FUT7	fucosyltransferase 7 (alpha (1,3) fucosyltransferase)	156450	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10772	FUT9	fucosyltransferase 9 (alpha (1,3) fucosyltransferase)	262991	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10773	FUZ	fuzzy homolog (Drosophila)	202794	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10774	FXC1	fracture callus 1 homolog (rat)	78253	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10775	FXN	frataxin	120781	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10776	FXYD1	FXYD domain containing ion transport regulator 1 (phospholemman)	73643	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10777	FXYD2	FXYD domain containing ion transport regulator 2	43511	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10778	FXYD4	FXYD domain containing ion transport regulator 4	73308	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10779	FXYD5	FXYD domain containing ion transport regulator 5	139971	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10780	FXYD6	FXYD domain containing ion transport regulator 6	62139	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10781	FXYD7	FXYD domain containing ion transport regulator 7	57072	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10782	FYB	FYN binding protein (FYB-120/130)	514571	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10783	FYN	FYN oncogene related to SRC, FGR, YES	447166	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10784	FYTTD1	forty-two-three domain containing 1	229510	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10785	FZD3	frizzled homolog 3 (Drosophila)	494465	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10786	FZD7	frizzled homolog 7 (Drosophila)	424547	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10787	FZD8	frizzled homolog 8 (Drosophila)	375089	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10788	G0S2	G0/G1switch 2	50126	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10789	G3BP1	GTPase activating protein (SH3 domain) binding protein 1	354444	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10790	G6PC	glucose-6-phosphatase, catalytic subunit	268857	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10791	G6PC2	glucose-6-phosphatase, catalytic, 2	266693	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10792	G6PC3	glucose 6 phosphatase, catalytic, 3	242734	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10793	G6PD	glucose-6-phosphate dehydrogenase	376498	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10794	GAB1	GRB2-associated binding protein 1	525681	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10795	GAB3	GRB2-associated binding protein 3	419677	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10796	GAB4	GRB2-associated binding protein family, member 4	425894	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10797	GABARAP	GABA(A) receptor-associated protein	91010	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10798	GABARAPL1	GABA(A) receptor-associated protein like 1	71309	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10799	GABARAPL2	GABA(A) receptor-associated protein-like 2	90665	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10800	GABBR1	gamma-aminobutyric acid (GABA) B receptor, 1	676349	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10801	GABPA	GA binding protein transcription factor, alpha subunit 60kDa	342928	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10802	GABPB1	GA binding protein transcription factor, beta subunit 1	311125	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10803	GABPB2	GA binding protein transcription factor, beta subunit 2	338648	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10804	GABRA1	gamma-aminobutyric acid (GABA) A receptor, alpha 1	344741	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10805	GABRA2	gamma-aminobutyric acid (GABA) A receptor, alpha 2	339104	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10806	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4	412550	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10807	GABRA5	gamma-aminobutyric acid (GABA) A receptor, alpha 5	282377	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10808	GABRA6	gamma-aminobutyric acid (GABA) A receptor, alpha 6	343651	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10809	GABRB3	gamma-aminobutyric acid (GABA) A receptor, beta 3	337602	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10810	GABRG2	gamma-aminobutyric acid (GABA) A receptor, gamma 2	358645	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10811	GABRG3	gamma-aminobutyric acid (GABA) A receptor, gamma 3	301368	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10812	GABRP	gamma-aminobutyric acid (GABA) A receptor, pi	333997	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10813	GABRQ	gamma-aminobutyric acid (GABA) receptor, theta	475817	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10814	GABRR1	gamma-aminobutyric acid (GABA) receptor, rho 1	363516	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10815	GABRR3	gamma-aminobutyric acid (GABA) receptor, rho 3	310494	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10816	GAD1	glutamate decarboxylase 1 (brain, 67kDa)	462998	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10817	GADD45A	growth arrest and DNA-damage-inducible, alpha	122194	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10818	GADD45B	growth arrest and DNA-damage-inducible, beta	122194	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10819	GADD45G	growth arrest and DNA-damage-inducible, gamma	94506	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10820	GADD45GIP1	growth arrest and DNA-damage-inducible, gamma interacting protein 1	128063	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10821	GADL1	glutamate decarboxylase-like 1	260716	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10822	GAGE1	G antigen 1	29646	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10823	GAGE10	G antigen 10	61742	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10824	GAGE13	G antigen 13	28394	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10825	GAL	galanin prepropeptide	92229	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10826	GAL3ST1	galactose-3-O-sulfotransferase 1	311974	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10827	GAL3ST2	galactose-3-O-sulfotransferase 2	146435	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10828	GAL3ST3	galactose-3-O-sulfotransferase 3	197925	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10829	GAL3ST4	galactose-3-O-sulfotransferase 4	331772	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10830	GALC	galactosylceramidase	492091	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10831	GALE	UDP-galactose-4-epimerase	261380	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10832	GALK2	galactokinase 2	342400	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10833	GALM	galactose mutarotase (aldose 1-epimerase)	258711	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10834	GALNT1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1 (GalNAc-T1)	418265	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10835	GALNT12	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 12 (GalNAc-T12)	331528	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10836	GALNT14	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 14 (GalNAc-T14)	422220	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10837	GALNT2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2 (GalNAc-T2)	406402	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10838	GALNT5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5)	702631	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10839	GALNT6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 6 (GalNAc-T6)	468362	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10840	GALNT7	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 7 (GalNAc-T7)	496485	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10841	GALNT8	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 8 (GalNAc-T8)	479423	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10842	GALNT9	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 9 (GalNAc-T9)	175409	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10843	GALNTL1	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 1	412850	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10844	GALNTL4	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 4	443541	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10845	GALP	galanin-like peptide	91202	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10846	GALR1	galanin receptor 1	238170	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10847	GALR2	galanin receptor 2	233283	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10848	GALR3	galanin receptor 3	136323	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10849	GALT	galactose-1-phosphate uridylyltransferase	291255	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10850	GAMT	guanidinoacetate N-methyltransferase	137056	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10851	GANC	glucosidase, alpha; neutral C	693792	0	0	0	2	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10852	GAP43	growth associated protein 43	179199	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10853	GAPDH	glyceraldehyde-3-phosphate dehydrogenase	255820	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10854	GAPDHS	glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	312013	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10855	GAPT	GRB2-binding adaptor protein, transmembrane	117109	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10856	GARNL3	GTPase activating Rap/RanGAP domain-like 3	774580	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10857	GAS1	growth arrest-specific 1	70186	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10858	GAS2	growth arrest-specific 2	237761	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10859	GAS2L1	growth arrest-specific 2 like 1	385615	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10860	GAS2L3	growth arrest-specific 2 like 3	515932	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10861	GAS6	growth arrest-specific 6	401392	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10862	GAS7	growth arrest-specific 7	376809	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10863	GAS8	growth arrest-specific 8	318765	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10864	GATA1	GATA binding protein 1 (globin transcription factor 1)	240178	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10865	GATA2	GATA binding protein 2	310109	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10866	GATA3	GATA binding protein 3	281173	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10867	GATA4	GATA binding protein 4	183934	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10868	GATA5	GATA binding protein 5	112749	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10869	GATAD1	GATA zinc finger domain containing 1	141938	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10870	GATAD2A	GATA zinc finger domain containing 2A	466942	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10871	GATAD2B	GATA zinc finger domain containing 2B	448178	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10872	GATC	glutamyl-tRNA(Gln) amidotransferase, subunit C homolog (bacterial)	105033	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10873	GATM	glycine amidinotransferase (L-arginine:glycine amidinotransferase)	303182	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10874	GATSL3	GATS protein-like 3	222368	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10875	GBA	glucosidase, beta; acid (includes glucosylceramidase)	385566	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10876	GBA2	glucosidase, beta (bile acid) 2	697564	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10877	GBA3	glucosidase, beta, acid 3 (cytosolic)	304776	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10878	GBAS	glioblastoma amplified sequence	197114	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10879	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1	259326	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10880	GBP2	guanylate binding protein 2, interferon-inducible	446287	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10881	GBP5	guanylate binding protein 5	443005	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10882	GBP6	guanylate binding protein family, member 6	477032	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10883	GBP7	guanylate binding protein 7	480821	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10884	GBX1	gastrulation brain homeobox 1	179968	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10885	GBX2	gastrulation brain homeobox 2	223223	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10886	GC	group-specific component (vitamin D binding protein)	356469	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10887	GCA	grancalcin, EF-hand calcium binding protein	167711	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10888	GCDH	glutaryl-Coenzyme A dehydrogenase	346481	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10889	GCET2	germinal center expressed transcript 2	139267	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10890	GCFC1	GC-rich sequence DNA-binding factor 1	648491	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10891	GCG	glucagon	135432	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10892	GCH1	GTP cyclohydrolase 1 (dopa-responsive dystonia)	172589	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10893	GCHFR	GTP cyclohydrolase I feedback regulator	54023	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10894	GCKR	glucokinase (hexokinase 4) regulator	480680	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10895	GCLC	glutamate-cysteine ligase, catalytic subunit	485797	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10896	GCLM	glutamate-cysteine ligase, modifier subunit	174043	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10897	GCM1	glial cells missing homolog 1 (Drosophila)	327421	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10898	GCNT1	glucosaminyl (N-acetyl) transferase 1, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	317586	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10899	GCNT2	glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)	755923	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10900	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type	324966	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10901	GCNT4	glucosaminyl (N-acetyl) transferase 4, core 2 (beta-1,6-N-acetylglucosaminyltransferase)	335977	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10902	GCOM1	myocardial zonula adherens protein	419446	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10903	GCSH	glycine cleavage system protein H (aminomethyl carrier)	92415	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10904	GDA	guanine deaminase	346100	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10905	GDAP1L1	ganglioside-induced differentiation-associated protein 1-like 1	222159	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10906	GDF11	growth differentiation factor 11	259155	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10907	GDF15	growth differentiation factor 15	219338	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10908	GDF2	growth differentiation factor 2	312806	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10909	GDF3	growth differentiation factor 3	270794	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10910	GDF5	growth differentiation factor 5	362521	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10911	GDF9	growth differentiation factor 9	337739	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10912	GDI1	GDP dissociation inhibitor 1	340178	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10913	GDI2	GDP dissociation inhibitor 2	336101	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10914	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2	373355	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10915	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4	396448	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10916	GEFT	Rho guanine nucleotide exchange factor (GEF) 25	491118	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10917	GEM	GTP binding protein overexpressed in skeletal muscle	223096	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10918	GEMIN4	gem (nuclear organelle) associated protein 4	744375	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10919	GEMIN6	gem (nuclear organelle) associated protein 6	125895	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10920	GEMIN8	gem (nuclear organelle) associated protein 8	181973	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10921	GEN1	Gen homolog 1, endonuclease (Drosophila)	675989	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10922	GET4	golgi to ER traffic protein 4 homolog (S. cerevisiae)	211322	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10923	GFER	growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)	90636	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10924	GFI1	growth factor independent 1 transcription repressor	223990	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10925	GFM1	G elongation factor, mitochondrial 1	552027	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10926	GFM2	G elongation factor, mitochondrial 2	590899	0	0	0	1	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10927	GFPT1	glutamine-fructose-6-phosphate transaminase 1	518069	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10928	GFRA1	GDNF family receptor alpha 1	336498	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10929	GFRA2	GDNF family receptor alpha 2	191092	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10930	GFRA3	GDNF family receptor alpha 3	275139	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10931	GFRAL	GDNF family receptor alpha like	298213	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10932	GGA2	golgi associated, gamma adaptin ear containing, ARF binding protein 2	445059	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10933	GGCT	gamma-glutamylcyclotransferase	143343	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
10934	GGH	gamma-glutamyl hydrolase (conjugase, folylpolygammaglutamyl hydrolase)	231663	0	0	0	0	0	0	0	0	0	0	1.000	1.000	NaN	NaN	NaN	1.000	1.000
